YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2024,1,VA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"93,806"
2024,1,VA,"Combined Heat and Power, Commercial Power",Total,"74,829"
2024,1,VA,"Combined Heat and Power, Commercial Power",Coal,0
2024,1,VA,"Combined Heat and Power, Commercial Power",Natural Gas,-46
2024,1,VA,"Combined Heat and Power, Commercial Power",Other,"40,123"
2024,1,VA,"Combined Heat and Power, Commercial Power",Petroleum,"1,148"
2024,1,VA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,75
2024,1,VA,"Combined Heat and Power, Commercial Power",Other Biomass,"33,528"
2024,1,VA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2024,1,VA,"Combined Heat and Power, Electric Power",Total,"16,158"
2024,1,VA,"Combined Heat and Power, Electric Power",Coal,0
2024,1,VA,"Combined Heat and Power, Electric Power",Natural Gas,"11,789"
2024,1,VA,"Combined Heat and Power, Electric Power",Petroleum,"4,369"
2024,1,VA,"Electric Generators, Independent Power Producers",Total,"1,749,951"
2024,1,VA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"12,936"
2024,1,VA,"Electric Generators, Independent Power Producers",Natural Gas,"1,482,181"
2024,1,VA,"Electric Generators, Independent Power Producers",Other,0
2024,1,VA,"Electric Generators, Independent Power Producers",Petroleum,"9,395"
2024,1,VA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"181,622"
2024,1,VA,"Electric Generators, Independent Power Producers",Other Biomass,"36,198"
2024,1,VA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"27,620"
2024,1,VA,"Electric Generators, Electric Utilities",Total,"7,509,996"
2024,1,VA,"Electric Generators, Electric Utilities",Coal,"357,957"
2024,1,VA,"Electric Generators, Electric Utilities",Pumped Storage,"-96,257"
2024,1,VA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"133,051"
2024,1,VA,"Electric Generators, Electric Utilities",Natural Gas,"4,118,434"
2024,1,VA,"Electric Generators, Electric Utilities",Nuclear,"2,745,923"
2024,1,VA,"Electric Generators, Electric Utilities",Other,0
2024,1,VA,"Electric Generators, Electric Utilities",Petroleum,"48,585"
2024,1,VA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"104,599"
2024,1,VA,"Electric Generators, Electric Utilities",Other Biomass,0
2024,1,VA,"Electric Generators, Electric Utilities",Wind,"5,276"
2024,1,VA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"92,429"
2024,1,VT,Total Electric Power Industry,Total,"202,447"
2024,1,VT,Total Electric Power Industry,Hydroelectric Conventional,"126,438"
2024,1,VT,Total Electric Power Industry,Natural Gas,174
2024,1,VT,Total Electric Power Industry,Other,204
2024,1,VT,Total Electric Power Industry,Petroleum,132
2024,1,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"7,698"
2024,1,VT,Total Electric Power Industry,Other Biomass,"4,725"
2024,1,VT,Total Electric Power Industry,Wind,"21,527"
2024,1,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,"41,549"
2024,1,VT,"Combined Heat and Power, Commercial Power",Total,364
2024,1,VT,"Combined Heat and Power, Commercial Power",Natural Gas,90
2024,1,VT,"Combined Heat and Power, Commercial Power",Petroleum,0
2024,1,VT,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,273
2024,1,VT,"Electric Generators, Independent Power Producers",Total,"112,660"
2024,1,VT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"82,120"
2024,1,VT,"Electric Generators, Independent Power Producers",Other,0
2024,1,VT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"6,763"
2024,1,VT,"Electric Generators, Independent Power Producers",Other Biomass,495
2024,1,VT,"Electric Generators, Independent Power Producers",Wind,"11,770"
2024,1,VT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"11,511"
2024,1,VT,"Electric Generators, Electric Utilities",Total,"89,423"
2024,1,VT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"44,317"
2024,1,VT,"Electric Generators, Electric Utilities",Natural Gas,83
2024,1,VT,"Electric Generators, Electric Utilities",Other,204
2024,1,VT,"Electric Generators, Electric Utilities",Petroleum,132
2024,1,VT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,935
2024,1,VT,"Electric Generators, Electric Utilities",Other Biomass,"4,230"
2024,1,VT,"Electric Generators, Electric Utilities",Wind,"9,757"
2024,1,VT,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"29,765"
2024,1,WA,Total Electric Power Industry,Total,"8,791,780"
2024,1,WA,Total Electric Power Industry,Coal,"305,284"
2024,1,WA,Total Electric Power Industry,Pumped Storage,"5,507"
2024,1,WA,Total Electric Power Industry,Hydroelectric Conventional,"5,037,462"
2024,1,WA,Total Electric Power Industry,Natural Gas,"1,812,103"
2024,1,WA,Total Electric Power Industry,Nuclear,"858,425"
2024,1,WA,Total Electric Power Industry,Other Gases,"20,950"
2024,1,WA,Total Electric Power Industry,Other,"6,475"
2024,1,WA,Total Electric Power Industry,Petroleum,"12,046"
2024,1,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"11,406"
2024,1,WA,Total Electric Power Industry,Other Biomass,"10,580"
2024,1,WA,Total Electric Power Industry,Wind,"626,795"
2024,1,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,"84,745"
2024,1,WA,"Combined Heat and Power, Industrial Power",Total,"163,123"
2024,1,WA,"Combined Heat and Power, Industrial Power",Coal,"2,588"
2024,1,WA,"Combined Heat and Power, Industrial Power",Natural Gas,"77,065"
2024,1,WA,"Combined Heat and Power, Industrial Power",Other Gases,"20,950"
2024,1,WA,"Combined Heat and Power, Industrial Power",Petroleum,"2,003"
2024,1,WA,"Combined Heat and Power, Industrial Power",Other Biomass,532
2024,1,WA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"59,985"
2024,1,WA,"Combined Heat and Power, Commercial Power",Total,"1,331"
2024,1,WA,"Combined Heat and Power, Commercial Power",Natural Gas,240
2024,1,WA,"Combined Heat and Power, Commercial Power",Petroleum,50
2024,1,WA,"Combined Heat and Power, Commercial Power",Other Biomass,"1,041"
2024,1,WA,"Electric Generators, Independent Power Producers",Total,"1,123,049"
2024,1,WA,"Electric Generators, Independent Power Producers",Coal,"302,696"
2024,1,WA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"21,862"
2024,1,WA,"Electric Generators, Independent Power Producers",Natural Gas,"427,271"
2024,1,WA,"Electric Generators, Independent Power Producers",Other,"6,475"
2024,1,WA,"Electric Generators, Independent Power Producers",Petroleum,"1,185"
2024,1,WA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"11,082"
2024,1,WA,"Electric Generators, Independent Power Producers",Other Biomass,"9,008"
2024,1,WA,"Electric Generators, Independent Power Producers",Wind,"343,471"
2024,1,WA,"Electric Generators, Electric Utilities",Total,"7,504,276"
2024,1,WA,"Electric Generators, Electric Utilities",Pumped Storage,"5,507"
2024,1,WA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"5,015,600"
2024,1,WA,"Electric Generators, Electric Utilities",Natural Gas,"1,307,528"
2024,1,WA,"Electric Generators, Electric Utilities",Nuclear,"858,425"
2024,1,WA,"Electric Generators, Electric Utilities",Other,0
2024,1,WA,"Electric Generators, Electric Utilities",Petroleum,"8,808"
2024,1,WA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,324
2024,1,WA,"Electric Generators, Electric Utilities",Wind,"283,324"
2024,1,WA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"24,759"
2024,1,WI,Total Electric Power Industry,Total,"6,567,006"
2024,1,WI,Total Electric Power Industry,Coal,"2,599,331"
2024,1,WI,Total Electric Power Industry,Hydroelectric Conventional,"135,675"
2024,1,WI,Total Electric Power Industry,Natural Gas,"2,599,848"
2024,1,WI,Total Electric Power Industry,Nuclear,"894,969"
2024,1,WI,Total Electric Power Industry,Other,"1,864"
2024,1,WI,Total Electric Power Industry,Petroleum,"7,984"
2024,1,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"73,500"
2024,1,WI,Total Electric Power Industry,Other Biomass,"29,341"
2024,1,WI,Total Electric Power Industry,Wind,"157,802"
2024,1,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,"66,691"
2024,1,WI,"Combined Heat and Power, Industrial Power",Total,"140,461"
2024,1,WI,"Combined Heat and Power, Industrial Power",Coal,"12,972"
2024,1,WI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"8,532"
2024,1,WI,"Combined Heat and Power, Industrial Power",Natural Gas,"94,208"
2024,1,WI,"Combined Heat and Power, Industrial Power",Other,0
2024,1,WI,"Combined Heat and Power, Industrial Power",Petroleum,73
2024,1,WI,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,30
2024,1,WI,"Combined Heat and Power, Industrial Power",Other Biomass,"1,822"
2024,1,WI,"Combined Heat and Power, Industrial Power",Wind,651
2024,1,WI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"22,173"
2024,1,WI,"Combined Heat and Power, Commercial Power",Total,"9,889"
2024,1,WI,"Combined Heat and Power, Commercial Power",Coal,0
2024,1,WI,"Combined Heat and Power, Commercial Power",Natural Gas,"4,974"
2024,1,WI,"Combined Heat and Power, Commercial Power",Petroleum,17
2024,1,WI,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,156
2024,1,WI,"Combined Heat and Power, Commercial Power",Other Biomass,"2,803"
2024,1,WI,"Combined Heat and Power, Commercial Power",Wind,"1,940"
2024,1,WI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2024,1,WI,"Combined Heat and Power, Electric Power",Total,"2,621"
2024,1,WI,"Combined Heat and Power, Electric Power",Natural Gas,0
2024,1,WI,"Combined Heat and Power, Electric Power",Other Biomass,"2,621"
2024,1,WI,"Electric Generators, Independent Power Producers",Total,"1,027,168"
2024,1,WI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"7,208"
2024,1,WI,"Electric Generators, Independent Power Producers",Natural Gas,"24,732"
2024,1,WI,"Electric Generators, Independent Power Producers",Nuclear,"894,969"
2024,1,WI,"Electric Generators, Independent Power Producers",Other,0
2024,1,WI,"Electric Generators, Independent Power Producers",Petroleum,-11
2024,1,WI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"12,956"
2024,1,WI,"Electric Generators, Independent Power Producers",Other Biomass,"21,079"
2024,1,WI,"Electric Generators, Independent Power Producers",Wind,"66,235"
2024,1,WI,"Electric Generators, Electric Utilities",Total,"5,386,866"
2024,1,WI,"Electric Generators, Electric Utilities",Coal,"2,586,359"
2024,1,WI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"119,935"
2024,1,WI,"Electric Generators, Electric Utilities",Natural Gas,"2,475,933"
2024,1,WI,"Electric Generators, Electric Utilities",Other,"1,864"
2024,1,WI,"Electric Generators, Electric Utilities",Petroleum,"7,906"
2024,1,WI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"60,359"
2024,1,WI,"Electric Generators, Electric Utilities",Other Biomass,"1,017"
2024,1,WI,"Electric Generators, Electric Utilities",Wind,"88,976"
2024,1,WI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"44,518"
2024,1,WV,Total Electric Power Industry,Total,"5,638,523"
2024,1,WV,Total Electric Power Industry,Coal,"4,981,849"
2024,1,WV,Total Electric Power Industry,Hydroelectric Conventional,"169,066"
2024,1,WV,Total Electric Power Industry,Natural Gas,"247,647"
2024,1,WV,Total Electric Power Industry,Other Gases,"2,662"
2024,1,WV,Total Electric Power Industry,Other,-912
2024,1,WV,Total Electric Power Industry,Petroleum,"7,925"
2024,1,WV,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,940"
2024,1,WV,Total Electric Power Industry,Other Biomass,690
2024,1,WV,Total Electric Power Industry,Wind,"227,656"
2024,1,WV,"Combined Heat and Power, Industrial Power",Total,"119,199"
2024,1,WV,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"52,576"
2024,1,WV,"Combined Heat and Power, Industrial Power",Natural Gas,"63,961"
2024,1,WV,"Combined Heat and Power, Industrial Power",Other Gases,"2,662"
2024,1,WV,"Electric Generators, Independent Power Producers",Total,"1,232,205"
2024,1,WV,"Electric Generators, Independent Power Producers",Coal,"796,246"
2024,1,WV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"45,135"
2024,1,WV,"Electric Generators, Independent Power Producers",Natural Gas,"163,391"
2024,1,WV,"Electric Generators, Independent Power Producers",Other,-912
2024,1,WV,"Electric Generators, Independent Power Producers",Petroleum,0
2024,1,WV,"Electric Generators, Independent Power Producers",Other Biomass,690
2024,1,WV,"Electric Generators, Independent Power Producers",Wind,"227,656"
2024,1,WV,"Electric Generators, Electric Utilities",Total,"4,287,119"
2024,1,WV,"Electric Generators, Electric Utilities",Coal,"4,185,604"
2024,1,WV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"71,355"
2024,1,WV,"Electric Generators, Electric Utilities",Natural Gas,"20,295"
2024,1,WV,"Electric Generators, Electric Utilities",Petroleum,"7,925"
2024,1,WV,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,940"
2024,1,WY,Total Electric Power Industry,Total,"3,886,678"
2024,1,WY,Total Electric Power Industry,Coal,"2,665,850"
2024,1,WY,Total Electric Power Industry,Hydroelectric Conventional,"50,505"
2024,1,WY,Total Electric Power Industry,Natural Gas,"252,093"
2024,1,WY,Total Electric Power Industry,Other Gases,"30,494"
2024,1,WY,Total Electric Power Industry,Other,"8,578"
2024,1,WY,Total Electric Power Industry,Petroleum,"3,017"
2024,1,WY,Total Electric Power Industry,Solar Thermal and Photovoltaic,"6,202"
2024,1,WY,Total Electric Power Industry,Wind,"869,939"
2024,1,WY,"Combined Heat and Power, Industrial Power",Total,"131,335"
2024,1,WY,"Combined Heat and Power, Industrial Power",Coal,"31,803"
2024,1,WY,"Combined Heat and Power, Industrial Power",Natural Gas,"60,459"
2024,1,WY,"Combined Heat and Power, Industrial Power",Other Gases,"30,494"
2024,1,WY,"Combined Heat and Power, Industrial Power",Other,"8,578"
2024,1,WY,"Combined Heat and Power, Industrial Power",Petroleum,0
2024,1,WY,"Electric Generators, Independent Power Producers",Total,"472,830"
2024,1,WY,"Electric Generators, Independent Power Producers",Coal,"59,476"
2024,1,WY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,0
2024,1,WY,"Electric Generators, Independent Power Producers",Natural Gas,134
2024,1,WY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"6,202"
2024,1,WY,"Electric Generators, Independent Power Producers",Wind,"407,018"
2024,1,WY,"Electric Generators, Electric Utilities",Total,"3,282,514"
2024,1,WY,"Electric Generators, Electric Utilities",Coal,"2,574,570"
2024,1,WY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"50,505"
2024,1,WY,"Electric Generators, Electric Utilities",Natural Gas,"191,500"
2024,1,WY,"Electric Generators, Electric Utilities",Petroleum,"3,017"
2024,1,WY,"Electric Generators, Electric Utilities",Wind,"462,921"
