YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2024,1,MA,"Combined Heat and Power, Electric Power",Natural Gas,"148,745"
2024,1,MA,"Combined Heat and Power, Electric Power",Petroleum,21
2024,1,MA,"Electric Generators, Independent Power Producers",Total,"1,781,540"
2024,1,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"-35,655"
2024,1,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"71,269"
2024,1,MA,"Electric Generators, Independent Power Producers",Natural Gas,"1,532,085"
2024,1,MA,"Electric Generators, Independent Power Producers",Other,"37,871"
2024,1,MA,"Electric Generators, Independent Power Producers",Petroleum,"28,508"
2024,1,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"95,705"
2024,1,MA,"Electric Generators, Independent Power Producers",Other Biomass,"39,143"
2024,1,MA,"Electric Generators, Independent Power Producers",Wind,"8,333"
2024,1,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"4,282"
2024,1,MA,"Electric Generators, Electric Utilities",Total,"44,093"
2024,1,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"26,657"
2024,1,MA,"Electric Generators, Electric Utilities",Natural Gas,"4,663"
2024,1,MA,"Electric Generators, Electric Utilities",Other,0
2024,1,MA,"Electric Generators, Electric Utilities",Petroleum,"3,499"
2024,1,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"3,953"
2024,1,MA,"Electric Generators, Electric Utilities",Wind,"5,322"
2024,1,MD,Total Electric Power Industry,Total,"3,131,240"
2024,1,MD,Total Electric Power Industry,Coal,"294,045"
2024,1,MD,Total Electric Power Industry,Hydroelectric Conventional,"288,072"
2024,1,MD,Total Electric Power Industry,Natural Gas,"1,034,750"
2024,1,MD,Total Electric Power Industry,Nuclear,"1,325,128"
2024,1,MD,Total Electric Power Industry,Other,"25,805"
2024,1,MD,Total Electric Power Industry,Petroleum,"22,491"
2024,1,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,"46,910"
2024,1,MD,Total Electric Power Industry,Other Biomass,"26,189"
2024,1,MD,Total Electric Power Industry,Wind,"67,849"
2024,1,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2024,1,MD,"Combined Heat and Power, Industrial Power",Total,"5,932"
2024,1,MD,"Combined Heat and Power, Industrial Power",Natural Gas,"5,930"
2024,1,MD,"Combined Heat and Power, Industrial Power",Petroleum,2
2024,1,MD,"Combined Heat and Power, Commercial Power",Total,"26,245"
2024,1,MD,"Combined Heat and Power, Commercial Power",Coal,0
2024,1,MD,"Combined Heat and Power, Commercial Power",Natural Gas,"25,296"
2024,1,MD,"Combined Heat and Power, Commercial Power",Other,0
2024,1,MD,"Combined Heat and Power, Commercial Power",Petroleum,6
2024,1,MD,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,943
2024,1,MD,"Combined Heat and Power, Commercial Power",Other Biomass,0
2024,1,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2024,1,MD,"Combined Heat and Power, Electric Power",Total,"130,673"
2024,1,MD,"Combined Heat and Power, Electric Power",Coal,"75,464"
2024,1,MD,"Combined Heat and Power, Electric Power",Natural Gas,"27,822"
2024,1,MD,"Combined Heat and Power, Electric Power",Other,"14,607"
2024,1,MD,"Combined Heat and Power, Electric Power",Petroleum,828
2024,1,MD,"Combined Heat and Power, Electric Power",Other Biomass,"11,952"
2024,1,MD,"Electric Generators, Independent Power Producers",Total,"2,722,087"
2024,1,MD,"Electric Generators, Independent Power Producers",Coal,"218,581"
2024,1,MD,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"288,072"
2024,1,MD,"Electric Generators, Independent Power Producers",Natural Gas,"729,752"
2024,1,MD,"Electric Generators, Independent Power Producers",Nuclear,"1,325,128"
2024,1,MD,"Electric Generators, Independent Power Producers",Other,"11,198"
2024,1,MD,"Electric Generators, Independent Power Producers",Petroleum,"21,701"
2024,1,MD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"45,570"
2024,1,MD,"Electric Generators, Independent Power Producers",Other Biomass,"14,237"
2024,1,MD,"Electric Generators, Independent Power Producers",Wind,"67,849"
2024,1,MD,"Electric Generators, Electric Utilities",Total,"246,302"
2024,1,MD,"Electric Generators, Electric Utilities",Natural Gas,"245,950"
2024,1,MD,"Electric Generators, Electric Utilities",Petroleum,-45
2024,1,MD,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,397
2024,1,ME,Total Electric Power Industry,Total,"1,144,854"
2024,1,ME,Total Electric Power Industry,Coal,"2,069"
2024,1,ME,Total Electric Power Industry,Hydroelectric Conventional,"313,882"
2024,1,ME,Total Electric Power Industry,Natural Gas,"384,470"
2024,1,ME,Total Electric Power Industry,Other,"27,884"
2024,1,ME,Total Electric Power Industry,Petroleum,"11,771"
2024,1,ME,Total Electric Power Industry,Solar Thermal and Photovoltaic,"29,063"
2024,1,ME,Total Electric Power Industry,Other Biomass,"6,524"
2024,1,ME,Total Electric Power Industry,Wind,"231,049"
2024,1,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,"138,142"
2024,1,ME,"Combined Heat and Power, Industrial Power",Total,"87,507"
2024,1,ME,"Combined Heat and Power, Industrial Power",Coal,0
2024,1,ME,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"8,893"
2024,1,ME,"Combined Heat and Power, Industrial Power",Natural Gas,"11,067"
2024,1,ME,"Combined Heat and Power, Industrial Power",Other,"11,702"
2024,1,ME,"Combined Heat and Power, Industrial Power",Petroleum,"1,706"
2024,1,ME,"Combined Heat and Power, Industrial Power",Other Biomass,381
2024,1,ME,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"53,758"
2024,1,ME,"Combined Heat and Power, Commercial Power",Total,"3,537"
2024,1,ME,"Combined Heat and Power, Commercial Power",Natural Gas,"2,505"
2024,1,ME,"Combined Heat and Power, Commercial Power",Other,567
2024,1,ME,"Combined Heat and Power, Commercial Power",Petroleum,0
2024,1,ME,"Combined Heat and Power, Commercial Power",Other Biomass,464
2024,1,ME,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2024,1,ME,"Combined Heat and Power, Electric Power",Total,"47,391"
2024,1,ME,"Combined Heat and Power, Electric Power",Coal,"2,069"
2024,1,ME,"Combined Heat and Power, Electric Power",Other,"11,531"
2024,1,ME,"Combined Heat and Power, Electric Power",Petroleum,"1,490"
2024,1,ME,"Combined Heat and Power, Electric Power",Other Biomass,301
2024,1,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"32,001"
2024,1,ME,"Electric Generators, Independent Power Producers",Total,"1,006,203"
2024,1,ME,"Electric Generators, Independent Power Producers",Coal,0
2024,1,ME,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"304,773"
2024,1,ME,"Electric Generators, Independent Power Producers",Natural Gas,"370,897"
2024,1,ME,"Electric Generators, Independent Power Producers",Other,"4,084"
2024,1,ME,"Electric Generators, Independent Power Producers",Petroleum,"8,575"
2024,1,ME,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"29,063"
2024,1,ME,"Electric Generators, Independent Power Producers",Other Biomass,"5,379"
2024,1,ME,"Electric Generators, Independent Power Producers",Wind,"231,049"
2024,1,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"52,384"
2024,1,ME,"Electric Generators, Electric Utilities",Total,216
2024,1,ME,"Electric Generators, Electric Utilities",Hydroelectric Conventional,216
2024,1,MI,Total Electric Power Industry,Total,"10,257,683"
2024,1,MI,Total Electric Power Industry,Coal,"2,190,612"
2024,1,MI,Total Electric Power Industry,Pumped Storage,"-49,789"
2024,1,MI,Total Electric Power Industry,Hydroelectric Conventional,"92,061"
2024,1,MI,Total Electric Power Industry,Natural Gas,"4,299,941"
2024,1,MI,Total Electric Power Industry,Nuclear,"2,342,917"
2024,1,MI,Total Electric Power Industry,Other Gases,"134,829"
2024,1,MI,Total Electric Power Industry,Other,"10,714"
2024,1,MI,Total Electric Power Industry,Petroleum,"138,788"
2024,1,MI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"51,479"
2024,1,MI,Total Electric Power Industry,Other Biomass,"63,528"
2024,1,MI,Total Electric Power Industry,Wind,"863,902"
2024,1,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,"118,701"
2024,1,MI,"Combined Heat and Power, Industrial Power",Total,"120,107"
2024,1,MI,"Combined Heat and Power, Industrial Power",Coal,798
2024,1,MI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,616
2024,1,MI,"Combined Heat and Power, Industrial Power",Natural Gas,"60,095"
2024,1,MI,"Combined Heat and Power, Industrial Power",Other,0
2024,1,MI,"Combined Heat and Power, Industrial Power",Petroleum,"11,476"
2024,1,MI,"Combined Heat and Power, Industrial Power",Other Biomass,0
2024,1,MI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"47,122"
2024,1,MI,"Combined Heat and Power, Commercial Power",Total,"65,231"
2024,1,MI,"Combined Heat and Power, Commercial Power",Natural Gas,"56,244"
2024,1,MI,"Combined Heat and Power, Commercial Power",Other,"4,884"
2024,1,MI,"Combined Heat and Power, Commercial Power",Petroleum,4
2024,1,MI,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,103
2024,1,MI,"Combined Heat and Power, Commercial Power",Other Biomass,"3,996"
2024,1,MI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2024,1,MI,"Combined Heat and Power, Electric Power",Total,"1,608,738"
2024,1,MI,"Combined Heat and Power, Electric Power",Coal,"17,263"
2024,1,MI,"Combined Heat and Power, Electric Power",Natural Gas,"1,452,140"
2024,1,MI,"Combined Heat and Power, Electric Power",Other Gases,"134,829"
2024,1,MI,"Combined Heat and Power, Electric Power",Other,453
2024,1,MI,"Combined Heat and Power, Electric Power",Petroleum,0
2024,1,MI,"Combined Heat and Power, Electric Power",Other Biomass,"1,149"
2024,1,MI,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"2,904"
2024,1,MI,"Electric Generators, Independent Power Producers",Total,"1,777,693"
2024,1,MI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"4,611"
2024,1,MI,"Electric Generators, Independent Power Producers",Natural Gas,"1,214,551"
2024,1,MI,"Electric Generators, Independent Power Producers",Other,"5,377"
2024,1,MI,"Electric Generators, Independent Power Producers",Petroleum,0
2024,1,MI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"49,486"
2024,1,MI,"Electric Generators, Independent Power Producers",Other Biomass,"58,383"
2024,1,MI,"Electric Generators, Independent Power Producers",Wind,"376,610"
2024,1,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"68,675"
2024,1,MI,"Electric Generators, Electric Utilities",Total,"6,685,915"
2024,1,MI,"Electric Generators, Electric Utilities",Coal,"2,172,551"
2024,1,MI,"Electric Generators, Electric Utilities",Pumped Storage,"-49,789"
2024,1,MI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"86,834"
2024,1,MI,"Electric Generators, Electric Utilities",Natural Gas,"1,516,911"
2024,1,MI,"Electric Generators, Electric Utilities",Nuclear,"2,342,917"
2024,1,MI,"Electric Generators, Electric Utilities",Other,0
2024,1,MI,"Electric Generators, Electric Utilities",Petroleum,"127,307"
2024,1,MI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,891"
2024,1,MI,"Electric Generators, Electric Utilities",Wind,"487,292"
2024,1,MN,Total Electric Power Industry,Total,"5,136,555"
2024,1,MN,Total Electric Power Industry,Coal,"1,746,345"
2024,1,MN,Total Electric Power Industry,Hydroelectric Conventional,"63,303"
2024,1,MN,Total Electric Power Industry,Natural Gas,"1,446,585"
2024,1,MN,Total Electric Power Industry,Nuclear,"413,581"
2024,1,MN,Total Electric Power Industry,Other,"24,493"
2024,1,MN,Total Electric Power Industry,Petroleum,"5,851"
2024,1,MN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"100,390"
2024,1,MN,Total Electric Power Industry,Other Biomass,"25,283"
2024,1,MN,Total Electric Power Industry,Wind,"1,229,228"
2024,1,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,"81,496"
2024,1,MN,"Combined Heat and Power, Industrial Power",Total,"124,138"
2024,1,MN,"Combined Heat and Power, Industrial Power",Coal,"11,738"
2024,1,MN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"5,702"
2024,1,MN,"Combined Heat and Power, Industrial Power",Natural Gas,"46,792"
2024,1,MN,"Combined Heat and Power, Industrial Power",Petroleum,240
2024,1,MN,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"4,619"
2024,1,MN,"Combined Heat and Power, Industrial Power",Other Biomass,544
2024,1,MN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"54,502"
2024,1,MN,"Combined Heat and Power, Commercial Power",Total,"30,915"
2024,1,MN,"Combined Heat and Power, Commercial Power",Coal,"3,575"
2024,1,MN,"Combined Heat and Power, Commercial Power",Natural Gas,"8,408"
2024,1,MN,"Combined Heat and Power, Commercial Power",Other,"2,947"
2024,1,MN,"Combined Heat and Power, Commercial Power",Petroleum,643
2024,1,MN,"Combined Heat and Power, Commercial Power",Other Biomass,"1,813"
2024,1,MN,"Combined Heat and Power, Commercial Power",Wind,"2,378"
2024,1,MN,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"11,149"
2024,1,MN,"Combined Heat and Power, Electric Power",Total,"117,535"
2024,1,MN,"Combined Heat and Power, Electric Power",Natural Gas,"98,001"
2024,1,MN,"Combined Heat and Power, Electric Power",Petroleum,113
2024,1,MN,"Combined Heat and Power, Electric Power",Other Biomass,"5,172"
2024,1,MN,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"14,249"
2024,1,MN,"Electric Generators, Independent Power Producers",Total,"1,241,283"
2024,1,MN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"14,894"
2024,1,MN,"Electric Generators, Independent Power Producers",Natural Gas,"289,247"
2024,1,MN,"Electric Generators, Independent Power Producers",Other,"12,887"
2024,1,MN,"Electric Generators, Independent Power Producers",Petroleum,81
2024,1,MN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"90,680"
2024,1,MN,"Electric Generators, Independent Power Producers",Other Biomass,"9,377"
2024,1,MN,"Electric Generators, Independent Power Producers",Wind,"824,117"
2024,1,MN,"Electric Generators, Electric Utilities",Total,"3,622,684"
2024,1,MN,"Electric Generators, Electric Utilities",Coal,"1,731,032"
2024,1,MN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"42,706"
2024,1,MN,"Electric Generators, Electric Utilities",Natural Gas,"1,004,137"
2024,1,MN,"Electric Generators, Electric Utilities",Nuclear,"413,581"
2024,1,MN,"Electric Generators, Electric Utilities",Other,"8,659"
2024,1,MN,"Electric Generators, Electric Utilities",Petroleum,"4,773"
2024,1,MN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"5,090"
2024,1,MN,"Electric Generators, Electric Utilities",Other Biomass,"8,377"
2024,1,MN,"Electric Generators, Electric Utilities",Wind,"402,733"
2024,1,MN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"1,596"
2024,1,MO,Total Electric Power Industry,Total,"7,234,228"
2024,1,MO,Total Electric Power Industry,Coal,"4,686,209"
2024,1,MO,Total Electric Power Industry,Pumped Storage,"4,447"
2024,1,MO,Total Electric Power Industry,Hydroelectric Conventional,"157,883"
2024,1,MO,Total Electric Power Industry,Natural Gas,"878,529"
2024,1,MO,Total Electric Power Industry,Nuclear,"924,535"
2024,1,MO,Total Electric Power Industry,Other,0
2024,1,MO,Total Electric Power Industry,Petroleum,"35,705"
2024,1,MO,Total Electric Power Industry,Solar Thermal and Photovoltaic,"8,116"
2024,1,MO,Total Electric Power Industry,Other Biomass,"4,705"
2024,1,MO,Total Electric Power Industry,Wind,"529,660"
2024,1,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,"4,438"
2024,1,MO,"Combined Heat and Power, Industrial Power",Total,"5,080"
2024,1,MO,"Combined Heat and Power, Industrial Power",Coal,0
2024,1,MO,"Combined Heat and Power, Industrial Power",Natural Gas,"4,775"
2024,1,MO,"Combined Heat and Power, Industrial Power",Petroleum,0
2024,1,MO,"Combined Heat and Power, Industrial Power",Other Biomass,305
2024,1,MO,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2024,1,MO,"Combined Heat and Power, Commercial Power",Total,"13,086"
2024,1,MO,"Combined Heat and Power, Commercial Power",Coal,"2,827"
2024,1,MO,"Combined Heat and Power, Commercial Power",Natural Gas,"5,818"
2024,1,MO,"Combined Heat and Power, Commercial Power",Petroleum,2
2024,1,MO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,0
2024,1,MO,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"4,438"
2024,1,MO,"Combined Heat and Power, Electric Power",Total,"10,797"
2024,1,MO,"Combined Heat and Power, Electric Power",Coal,0
2024,1,MO,"Combined Heat and Power, Electric Power",Natural Gas,"10,797"
2024,1,MO,"Combined Heat and Power, Electric Power",Petroleum,0
2024,1,MO,"Electric Generators, Independent Power Producers",Total,"628,837"
2024,1,MO,"Electric Generators, Independent Power Producers",Natural Gas,"309,694"
2024,1,MO,"Electric Generators, Independent Power Producers",Other,0
2024,1,MO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"6,764"
2024,1,MO,"Electric Generators, Independent Power Producers",Other Biomass,"3,357"
2024,1,MO,"Electric Generators, Independent Power Producers",Wind,"309,021"
2024,1,MO,"Electric Generators, Electric Utilities",Total,"6,576,429"
2024,1,MO,"Electric Generators, Electric Utilities",Coal,"4,683,382"
2024,1,MO,"Electric Generators, Electric Utilities",Pumped Storage,"4,447"
2024,1,MO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"157,883"
2024,1,MO,"Electric Generators, Electric Utilities",Natural Gas,"547,446"
2024,1,MO,"Electric Generators, Electric Utilities",Nuclear,"924,535"
2024,1,MO,"Electric Generators, Electric Utilities",Other,0
2024,1,MO,"Electric Generators, Electric Utilities",Petroleum,"35,703"
2024,1,MO,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,352"
2024,1,MO,"Electric Generators, Electric Utilities",Other Biomass,"1,042"
2024,1,MO,"Electric Generators, Electric Utilities",Wind,"220,639"
2024,1,MS,Total Electric Power Industry,Total,"6,788,507"
2024,1,MS,Total Electric Power Industry,Coal,"369,616"
2024,1,MS,Total Electric Power Industry,Natural Gas,"5,347,987"
2024,1,MS,Total Electric Power Industry,Nuclear,"922,542"
2024,1,MS,Total Electric Power Industry,Other,0
2024,1,MS,Total Electric Power Industry,Petroleum,"1,715"
2024,1,MS,Total Electric Power Industry,Solar Thermal and Photovoltaic,"44,203"
2024,1,MS,Total Electric Power Industry,Other Biomass,952
2024,1,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,"101,492"
2024,1,MS,"Combined Heat and Power, Industrial Power",Total,"156,162"
2024,1,MS,"Combined Heat and Power, Industrial Power",Coal,0
2024,1,MS,"Combined Heat and Power, Industrial Power",Natural Gas,"53,357"
2024,1,MS,"Combined Heat and Power, Industrial Power",Other,0
2024,1,MS,"Combined Heat and Power, Industrial Power",Petroleum,"1,133"
2024,1,MS,"Combined Heat and Power, Industrial Power",Other Biomass,180
2024,1,MS,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"101,492"
2024,1,MS,"Combined Heat and Power, Commercial Power",Total,0
2024,1,MS,"Combined Heat and Power, Commercial Power",Natural Gas,0
2024,1,MS,"Electric Generators, Independent Power Producers",Total,"147,238"
2024,1,MS,"Electric Generators, Independent Power Producers",Coal,"109,180"
2024,1,MS,"Electric Generators, Independent Power Producers",Natural Gas,387
2024,1,MS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"36,899"
2024,1,MS,"Electric Generators, Independent Power Producers",Other Biomass,772
2024,1,MS,"Electric Generators, Electric Utilities",Total,"6,485,107"
2024,1,MS,"Electric Generators, Electric Utilities",Coal,"260,436"
2024,1,MS,"Electric Generators, Electric Utilities",Natural Gas,"5,294,243"
2024,1,MS,"Electric Generators, Electric Utilities",Nuclear,"922,542"
2024,1,MS,"Electric Generators, Electric Utilities",Other,0
2024,1,MS,"Electric Generators, Electric Utilities",Petroleum,582
2024,1,MS,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"7,304"
2024,1,MT,Total Electric Power Industry,Total,"2,419,207"
2024,1,MT,Total Electric Power Industry,Coal,"1,048,684"
2024,1,MT,Total Electric Power Industry,Hydroelectric Conventional,"654,047"
2024,1,MT,Total Electric Power Industry,Natural Gas,"109,301"
2024,1,MT,Total Electric Power Industry,Other Gases,390
2024,1,MT,Total Electric Power Industry,Other,"24,138"
2024,1,MT,Total Electric Power Industry,Petroleum,"43,522"
2024,1,MT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"11,675"
2024,1,MT,Total Electric Power Industry,Other Biomass,568
2024,1,MT,Total Electric Power Industry,Wind,"525,899"
2024,1,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,984
2024,1,MT,"Combined Heat and Power, Industrial Power",Total,"1,409"
2024,1,MT,"Combined Heat and Power, Industrial Power",Coal,387
2024,1,MT,"Combined Heat and Power, Industrial Power",Natural Gas,39
2024,1,MT,"Combined Heat and Power, Industrial Power",Other Gases,0
2024,1,MT,"Combined Heat and Power, Industrial Power",Petroleum,0
2024,1,MT,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,984
2024,1,MT,"Combined Heat and Power, Electric Power",Total,"36,773"
2024,1,MT,"Combined Heat and Power, Electric Power",Other Gases,390
2024,1,MT,"Combined Heat and Power, Electric Power",Petroleum,"36,383"
2024,1,MT,"Electric Generators, Independent Power Producers",Total,"1,547,524"
2024,1,MT,"Electric Generators, Independent Power Producers",Coal,"1,048,297"
2024,1,MT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"8,220"
2024,1,MT,"Electric Generators, Independent Power Producers",Natural Gas,"18,402"
2024,1,MT,"Electric Generators, Independent Power Producers",Other,"24,138"
2024,1,MT,"Electric Generators, Independent Power Producers",Petroleum,760
2024,1,MT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"11,675"
2024,1,MT,"Electric Generators, Independent Power Producers",Wind,"436,033"
2024,1,MT,"Electric Generators, Electric Utilities",Total,"833,500"
2024,1,MT,"Electric Generators, Electric Utilities",Coal,0
2024,1,MT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"645,827"
2024,1,MT,"Electric Generators, Electric Utilities",Natural Gas,"90,860"
2024,1,MT,"Electric Generators, Electric Utilities",Petroleum,"6,378"
2024,1,MT,"Electric Generators, Electric Utilities",Other Biomass,568
2024,1,MT,"Electric Generators, Electric Utilities",Wind,"89,865"
2024,1,NC,Total Electric Power Industry,Total,"12,554,021"
2024,1,NC,Total Electric Power Industry,Coal,"2,471,066"
2024,1,NC,Total Electric Power Industry,Pumped Storage,0
2024,1,NC,Total Electric Power Industry,Hydroelectric Conventional,"610,377"
2024,1,NC,Total Electric Power Industry,Natural Gas,"4,621,281"
2024,1,NC,Total Electric Power Industry,Nuclear,"3,933,034"
2024,1,NC,Total Electric Power Industry,Other,"23,433"
2024,1,NC,Total Electric Power Industry,Petroleum,"66,335"
2024,1,NC,Total Electric Power Industry,Solar Thermal and Photovoltaic,"622,080"
2024,1,NC,Total Electric Power Industry,Other Biomass,"42,637"
2024,1,NC,Total Electric Power Industry,Wind,"53,780"
2024,1,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,"109,998"
2024,1,NC,"Combined Heat and Power, Industrial Power",Total,"137,770"
2024,1,NC,"Combined Heat and Power, Industrial Power",Coal,"3,667"
2024,1,NC,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,485
2024,1,NC,"Combined Heat and Power, Industrial Power",Natural Gas,"18,724"
2024,1,NC,"Combined Heat and Power, Industrial Power",Other,"23,464"
2024,1,NC,"Combined Heat and Power, Industrial Power",Petroleum,816
2024,1,NC,"Combined Heat and Power, Industrial Power",Other Biomass,0
2024,1,NC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"90,614"
2024,1,NC,"Combined Heat and Power, Commercial Power",Total,"26,027"
2024,1,NC,"Combined Heat and Power, Commercial Power",Coal,"4,683"
2024,1,NC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"1,044"
2024,1,NC,"Combined Heat and Power, Commercial Power",Natural Gas,"13,986"
2024,1,NC,"Combined Heat and Power, Commercial Power",Petroleum,713
2024,1,NC,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"5,602"
2024,1,NC,"Combined Heat and Power, Commercial Power",Other Biomass,0
2024,1,NC,"Combined Heat and Power, Electric Power",Total,"2,684"
2024,1,NC,"Combined Heat and Power, Electric Power",Coal,0
2024,1,NC,"Combined Heat and Power, Electric Power",Petroleum,0
2024,1,NC,"Combined Heat and Power, Electric Power",Other Biomass,"2,684"
2024,1,NC,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2024,1,NC,"Electric Generators, Independent Power Producers",Total,"1,572,356"
2024,1,NC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"81,935"
2024,1,NC,"Electric Generators, Independent Power Producers",Natural Gas,"786,006"
2024,1,NC,"Electric Generators, Independent Power Producers",Other,0
2024,1,NC,"Electric Generators, Independent Power Producers",Petroleum,"17,268"
2024,1,NC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"574,031"
2024,1,NC,"Electric Generators, Independent Power Producers",Other Biomass,"39,953"
2024,1,NC,"Electric Generators, Independent Power Producers",Wind,"53,780"
2024,1,NC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"19,385"
2024,1,NC,"Electric Generators, Electric Utilities",Total,"10,815,183"
2024,1,NC,"Electric Generators, Electric Utilities",Coal,"2,462,716"
2024,1,NC,"Electric Generators, Electric Utilities",Pumped Storage,0
2024,1,NC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"526,913"
2024,1,NC,"Electric Generators, Electric Utilities",Natural Gas,"3,802,565"
2024,1,NC,"Electric Generators, Electric Utilities",Nuclear,"3,933,034"
2024,1,NC,"Electric Generators, Electric Utilities",Other,-31
2024,1,NC,"Electric Generators, Electric Utilities",Petroleum,"47,539"
2024,1,NC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"42,448"
2024,1,ND,Total Electric Power Industry,Total,"3,862,726"
2024,1,ND,Total Electric Power Industry,Coal,"2,352,325"
2024,1,ND,Total Electric Power Industry,Hydroelectric Conventional,"120,408"
2024,1,ND,Total Electric Power Industry,Natural Gas,"198,552"
2024,1,ND,Total Electric Power Industry,Other Gases,"2,075"
2024,1,ND,Total Electric Power Industry,Other,"1,503"
2024,1,ND,Total Electric Power Industry,Petroleum,"5,810"
2024,1,ND,Total Electric Power Industry,Other Biomass,0
2024,1,ND,Total Electric Power Industry,Wind,"1,182,053"
2024,1,ND,"Combined Heat and Power, Industrial Power",Total,"13,182"
2024,1,ND,"Combined Heat and Power, Industrial Power",Coal,"10,414"
2024,1,ND,"Combined Heat and Power, Industrial Power",Natural Gas,693
2024,1,ND,"Combined Heat and Power, Industrial Power",Other Gases,"2,075"
2024,1,ND,"Combined Heat and Power, Industrial Power",Petroleum,0
2024,1,ND,"Combined Heat and Power, Industrial Power",Other Biomass,0
2024,1,ND,"Combined Heat and Power, Commercial Power",Total,0
2024,1,ND,"Combined Heat and Power, Commercial Power",Petroleum,0
